dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"GSE134809","Non-inflamed","B_cell::MZ","Mesenchymal_stromal",11,0,0,50
"GSE134809","Non-inflamed","B_cell::MZ","Myeloid",11,0,0,50
"GSE134809","Non-inflamed","B_cell::MZ","T_NK",11,0,0,50
"GSE134809","Non-inflamed","B_cell::Naïve B","Endothelial",11,1,1,50
"GSE134809","Non-inflamed","B_cell::Naïve B","Epithelial",11,2,2,50
"GSE134809","Non-inflamed","B_cell::Naïve B","Mast",11,1,1,50
"GSE134809","Non-inflamed","B_cell::Naïve B","Mesenchymal_stromal",11,1,1,50
"GSE134809","Non-inflamed","B_cell::Naïve B","Myeloid",11,2,2,50
"GSE134809","Non-inflamed","B_cell::Naïve B","T_NK",11,2,2,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","Endothelial",11,2,2,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","Epithelial",11,3,3,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","Mast",11,2,2,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","Mesenchymal_stromal",11,3,3,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","Myeloid",11,3,3,50
"GSE134809","Non-inflamed","Plasma::Activated plasma","T_NK",11,3,3,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","Endothelial",11,5,5,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","Epithelial",11,8,8,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","Mast",11,3,3,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","Mesenchymal_stromal",11,8,8,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","Myeloid",11,10,10,50
"GSE134809","Non-inflamed","Plasma::IgA plasma","T_NK",11,10,10,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","Endothelial",11,1,1,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","Epithelial",11,2,2,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","Mast",11,2,2,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","Mesenchymal_stromal",11,2,2,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","Myeloid",11,2,2,50
"GSE134809","Non-inflamed","Plasma::IgG plasma","T_NK",11,2,2,50
"GSE134809","Non-inflamed","Plasma::Transitional B","Endothelial",11,0,0,50
"GSE134809","Non-inflamed","Plasma::Transitional B","Epithelial",11,0,0,50
"GSE134809","Non-inflamed","Plasma::Transitional B","Mast",11,0,0,50
"GSE134809","Non-inflamed","Plasma::Transitional B","Mesenchymal_stromal",11,0,0,50
"GSE134809","Non-inflamed","Plasma::Transitional B","Myeloid",11,0,0,50
"GSE134809","Non-inflamed","Plasma::Transitional B","T_NK",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::CSM",11,5,5,50
"GSE134809","Non-inflamed","Endothelial","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","Endothelial","B_cell::Naïve B",11,1,1,50
"GSE134809","Non-inflamed","Endothelial","Plasma::Activated plasma",11,2,2,50
"GSE134809","Non-inflamed","Endothelial","Plasma::IgA plasma",11,5,5,50
"GSE134809","Non-inflamed","Endothelial","Plasma::IgG plasma",11,1,1,50
"GSE134809","Non-inflamed","Endothelial","Plasma::Transitional B",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::CSM",11,7,7,50
"GSE134809","Non-inflamed","Epithelial","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","Epithelial","B_cell::Naïve B",11,2,2,50
"GSE134809","Non-inflamed","Epithelial","Plasma::Activated plasma",11,3,3,50
"GSE134809","Non-inflamed","Epithelial","Plasma::IgA plasma",11,8,8,50
"GSE134809","Non-inflamed","Epithelial","Plasma::IgG plasma",11,2,2,50
"GSE134809","Non-inflamed","Epithelial","Plasma::Transitional B",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::CSM",11,3,3,50
"GSE134809","Non-inflamed","Mast","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","Mast","B_cell::Naïve B",11,1,1,50
"GSE134809","Non-inflamed","Mast","Plasma::Activated plasma",11,2,2,50
"GSE134809","Non-inflamed","Mast","Plasma::IgA plasma",11,3,3,50
"GSE134809","Non-inflamed","Mast","Plasma::IgG plasma",11,2,2,50
"GSE134809","Non-inflamed","Mast","Plasma::Transitional B",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::CSM",11,7,7,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Naïve B",11,1,1,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::Activated plasma",11,3,3,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::IgA plasma",11,8,8,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::IgG plasma",11,2,2,50
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::Transitional B",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::CSM",11,9,9,50
"GSE134809","Non-inflamed","Myeloid","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","Myeloid","B_cell::Naïve B",11,2,2,50
"GSE134809","Non-inflamed","Myeloid","Plasma::Activated plasma",11,3,3,50
"GSE134809","Non-inflamed","Myeloid","Plasma::IgA plasma",11,10,10,50
"GSE134809","Non-inflamed","Myeloid","Plasma::IgG plasma",11,2,2,50
"GSE134809","Non-inflamed","Myeloid","Plasma::Transitional B",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::ActB3",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::CSM",11,9,9,50
"GSE134809","Non-inflamed","T_NK","B_cell::Centroblast B",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::Centrocyte B",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::DN2",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::IgM-only",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::MZ",11,0,0,50
"GSE134809","Non-inflamed","T_NK","B_cell::Naïve B",11,2,2,50
"GSE134809","Non-inflamed","T_NK","Plasma::Activated plasma",11,3,3,50
"GSE134809","Non-inflamed","T_NK","Plasma::IgA plasma",11,10,10,50
"GSE134809","Non-inflamed","T_NK","Plasma::IgG plasma",11,2,2,50
"GSE134809","Non-inflamed","T_NK","Plasma::Transitional B",11,0,0,50
"JCI2024","Stricture","B_cell::ActB3","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::ActB3","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::ActB3","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::ActB3","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::ActB3","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::ActB3","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::CSM","Endothelial",6,6,6,50
"JCI2024","Stricture","B_cell::CSM","Epithelial",6,5,5,50
"JCI2024","Stricture","B_cell::CSM","Mast",6,6,6,50
"JCI2024","Stricture","B_cell::CSM","Mesenchymal_stromal",6,6,6,50
"JCI2024","Stricture","B_cell::CSM","Myeloid",6,6,6,50
"JCI2024","Stricture","B_cell::CSM","T_NK",6,6,6,50
"JCI2024","Stricture","B_cell::Centroblast B","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::Centroblast B","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::Centroblast B","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::Centroblast B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::Centroblast B","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::Centroblast B","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::Centrocyte B","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::DN2","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::IgM-only","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","Endothelial",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","Epithelial",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","Mast",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","Myeloid",6,0,0,50
"JCI2024","Stricture","B_cell::MZ","T_NK",6,0,0,50
"JCI2024","Stricture","B_cell::Naïve B","Endothelial",6,3,3,50
"JCI2024","Stricture","B_cell::Naïve B","Epithelial",6,2,2,50
"JCI2024","Stricture","B_cell::Naïve B","Mast",6,3,3,50
"JCI2024","Stricture","B_cell::Naïve B","Mesenchymal_stromal",6,3,3,50
"JCI2024","Stricture","B_cell::Naïve B","Myeloid",6,3,3,50
"JCI2024","Stricture","B_cell::Naïve B","T_NK",6,3,3,50
"JCI2024","Stricture","Plasma::Activated plasma","Endothelial",6,5,5,50
"JCI2024","Stricture","Plasma::Activated plasma","Epithelial",6,5,5,50
"JCI2024","Stricture","Plasma::Activated plasma","Mast",6,5,5,50
"JCI2024","Stricture","Plasma::Activated plasma","Mesenchymal_stromal",6,5,5,50
"JCI2024","Stricture","Plasma::Activated plasma","Myeloid",6,5,5,50
"JCI2024","Stricture","Plasma::Activated plasma","T_NK",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","Endothelial",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","Epithelial",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","Mast",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","Mesenchymal_stromal",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","Myeloid",6,5,5,50
"JCI2024","Stricture","Plasma::IgA plasma","T_NK",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","Endothelial",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","Epithelial",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","Mast",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","Mesenchymal_stromal",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","Myeloid",6,5,5,50
"JCI2024","Stricture","Plasma::IgG plasma","T_NK",6,5,5,50
"JCI2024","Stricture","Plasma::Transitional B","Endothelial",6,0,0,50
"JCI2024","Stricture","Plasma::Transitional B","Epithelial",6,0,0,50
"JCI2024","Stricture","Plasma::Transitional B","Mast",6,0,0,50
"JCI2024","Stricture","Plasma::Transitional B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Stricture","Plasma::Transitional B","Myeloid",6,0,0,50
"JCI2024","Stricture","Plasma::Transitional B","T_NK",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::CSM",6,6,6,50
"JCI2024","Stricture","Endothelial","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","Endothelial","B_cell::Naïve B",6,3,3,50
"JCI2024","Stricture","Endothelial","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","Endothelial","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","Endothelial","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","Endothelial","Plasma::Transitional B",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::CSM",6,5,5,50
"JCI2024","Stricture","Epithelial","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","Epithelial","B_cell::Naïve B",6,2,2,50
"JCI2024","Stricture","Epithelial","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","Epithelial","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","Epithelial","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","Epithelial","Plasma::Transitional B",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::CSM",6,6,6,50
"JCI2024","Stricture","Mast","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","Mast","B_cell::Naïve B",6,3,3,50
"JCI2024","Stricture","Mast","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","Mast","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","Mast","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","Mast","Plasma::Transitional B",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::CSM",6,6,6,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Naïve B",6,3,3,50
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::Transitional B",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::CSM",6,6,6,50
"JCI2024","Stricture","Myeloid","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","Myeloid","B_cell::Naïve B",6,3,3,50
"JCI2024","Stricture","Myeloid","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","Myeloid","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","Myeloid","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","Myeloid","Plasma::Transitional B",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::ActB3",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::CSM",6,6,6,50
"JCI2024","Stricture","T_NK","B_cell::Centroblast B",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::DN2",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::IgM-only",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::MZ",6,0,0,50
"JCI2024","Stricture","T_NK","B_cell::Naïve B",6,3,3,50
"JCI2024","Stricture","T_NK","Plasma::Activated plasma",6,5,5,50
"JCI2024","Stricture","T_NK","Plasma::IgA plasma",6,5,5,50
"JCI2024","Stricture","T_NK","Plasma::IgG plasma",6,5,5,50
"JCI2024","Stricture","T_NK","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::ActB3","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::CSM","Endothelial",6,5,5,50
"JCI2024","Non-stricture","B_cell::CSM","Epithelial",6,2,2,50
"JCI2024","Non-stricture","B_cell::CSM","Mast",6,5,5,50
"JCI2024","Non-stricture","B_cell::CSM","Mesenchymal_stromal",6,5,5,50
"JCI2024","Non-stricture","B_cell::CSM","Myeloid",6,5,5,50
"JCI2024","Non-stricture","B_cell::CSM","T_NK",6,5,5,50
"JCI2024","Non-stricture","B_cell::Centroblast B","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centroblast B","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centroblast B","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centroblast B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centroblast B","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centroblast B","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::Centrocyte B","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::DN2","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::IgM-only","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","Endothelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","Mast",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","Myeloid",6,0,0,50
"JCI2024","Non-stricture","B_cell::MZ","T_NK",6,0,0,50
"JCI2024","Non-stricture","B_cell::Naïve B","Endothelial",6,1,1,50
"JCI2024","Non-stricture","B_cell::Naïve B","Epithelial",6,0,0,50
"JCI2024","Non-stricture","B_cell::Naïve B","Mast",6,1,1,50
"JCI2024","Non-stricture","B_cell::Naïve B","Mesenchymal_stromal",6,1,1,50
"JCI2024","Non-stricture","B_cell::Naïve B","Myeloid",6,1,1,50
"JCI2024","Non-stricture","B_cell::Naïve B","T_NK",6,1,1,50
"JCI2024","Non-stricture","Plasma::Activated plasma","Endothelial",6,4,4,50
"JCI2024","Non-stricture","Plasma::Activated plasma","Epithelial",6,2,2,50
"JCI2024","Non-stricture","Plasma::Activated plasma","Mast",6,4,4,50
"JCI2024","Non-stricture","Plasma::Activated plasma","Mesenchymal_stromal",6,4,4,50
"JCI2024","Non-stricture","Plasma::Activated plasma","Myeloid",6,4,4,50
"JCI2024","Non-stricture","Plasma::Activated plasma","T_NK",6,4,4,50
"JCI2024","Non-stricture","Plasma::IgA plasma","Endothelial",6,6,6,50
"JCI2024","Non-stricture","Plasma::IgA plasma","Epithelial",6,2,2,50
"JCI2024","Non-stricture","Plasma::IgA plasma","Mast",6,6,6,50
"JCI2024","Non-stricture","Plasma::IgA plasma","Mesenchymal_stromal",6,6,6,50
"JCI2024","Non-stricture","Plasma::IgA plasma","Myeloid",6,6,6,50
"JCI2024","Non-stricture","Plasma::IgA plasma","T_NK",6,6,6,50
"JCI2024","Non-stricture","Plasma::IgG plasma","Endothelial",6,0,0,50
"JCI2024","Non-stricture","Plasma::IgG plasma","Epithelial",6,0,0,50
"JCI2024","Non-stricture","Plasma::IgG plasma","Mast",6,0,0,50
"JCI2024","Non-stricture","Plasma::IgG plasma","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","Plasma::IgG plasma","Myeloid",6,0,0,50
"JCI2024","Non-stricture","Plasma::IgG plasma","T_NK",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","Endothelial",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","Epithelial",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","Mast",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","Mesenchymal_stromal",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","Myeloid",6,0,0,50
"JCI2024","Non-stricture","Plasma::Transitional B","T_NK",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::CSM",6,5,5,50
"JCI2024","Non-stricture","Endothelial","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","Endothelial","B_cell::Naïve B",6,1,1,50
"JCI2024","Non-stricture","Endothelial","Plasma::Activated plasma",6,4,4,50
"JCI2024","Non-stricture","Endothelial","Plasma::IgA plasma",6,6,6,50
"JCI2024","Non-stricture","Endothelial","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","Endothelial","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::CSM",6,2,2,50
"JCI2024","Non-stricture","Epithelial","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","Epithelial","B_cell::Naïve B",6,0,0,50
"JCI2024","Non-stricture","Epithelial","Plasma::Activated plasma",6,2,2,50
"JCI2024","Non-stricture","Epithelial","Plasma::IgA plasma",6,2,2,50
"JCI2024","Non-stricture","Epithelial","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","Epithelial","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::CSM",6,5,5,50
"JCI2024","Non-stricture","Mast","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","Mast","B_cell::Naïve B",6,1,1,50
"JCI2024","Non-stricture","Mast","Plasma::Activated plasma",6,4,4,50
"JCI2024","Non-stricture","Mast","Plasma::IgA plasma",6,6,6,50
"JCI2024","Non-stricture","Mast","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","Mast","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::CSM",6,5,5,50
